id_candidat;prenom;nom;sexe;date_naissance;id_twitter;compte_verifie;date_creation_compte;annee_election;date_premier_tour;nom_annee_election;nom_derniere_election;sortant;dissident;parti_vainqueur_presidentielles;resultat_election;nb_tweets_elec_period;nb_tweets_reserve_period;nb_tweets_last_week;nb_tweets_1st_concern;nb_tweets_2nd_concern;nb_tweets_3rd_concern;sum_likes_elec_period;max_likes_elec_period;avg_likes_elec_period;sum_likes_reserve_period;max_likes_reserve_period;avg_likes_reserve_period;sum_likes_last_week;max_likes_last_week;avg_likes_last_week;sum_likes_1st_concern;max_likes_1st_concern;avg_likes_1st_concern;sum_likes_2nd_concern;max_likes_2nd_concern;avg_likes_2nd_concern;sum_likes_3rd_concern;max_likes_3rd_concern;avg_likes_3rd_concern;sum_retweets_elec_period;max_retweets_elec_period;avg_retweets_elec_period;sum_retweets_reserve_period;max_retweets_reserve_period;avg_retweets_reserve_period;sum_retweets_last_week;max_retweets_last_week;avg_retweets_last_week;sum_retweets_1st_concern;max_retweets_1st_concern;avg_retweets_1st_concern;sum_retweets_2nd_concern;max_retweets_2nd_concern;avg_retweets_2nd_concern;sum_retweets_3rd_concern;max_retweets_3rd_concern;avg_retweets_3rd_concern
127;Marc;Agenis-nevers;M;1983-09-29;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
128;Marielle;Blanc-pernin;F;1947-05-14;;;;2017;2017-06-11;ECO;ECO;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
129;Anne;Billo�t;F;1998-07-09;;;;2017;2017-06-11;DIV;DIV;False;False;LREM;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
130;Axel;Kahn;M;1944-09-05;514602810.0;False;2012-03-01;2012;2012-06-10;SOC;NUPES;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
131;V�ronique;Bover sayous;F;1967-07-14;1.0793712618752328e+18;False;2018-12-01;2012;2012-06-10;AUT;DIV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
132;Yvan;Blot;M;1948-06-29;1731949717.0;False;2013-09-01;2012;2012-06-10;AUT;DIV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
133;Lassina;Traore;M;1980-01-26;;;;2012;2012-06-10;AUT;DIV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
134;Stella;Rebot;F;1948-05-05;;;;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
135;Chantal;Cottet;F;1949-11-10;;;;2012;2012-06-10;AUT;DIV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
136;Marc;Le tanneur;M;1961-07-09;;;;2012;2012-06-10;FN;RN;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
137;Amar;Bellal;M;1975-01-17;2715139650.0;False;2015-06-01;2012;2012-06-10;FG;NUPES;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
138;Christophe;Darmangeat;M;1965-01-01;494102722.0;False;2012-02-01;2012;2012-06-10;EXG;DXG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
139;Anne-Sophie;Godfroy-genin;F;1969-09-11;54262687.0;False;2009-07-01;2012;2012-06-10;CEN;MDM;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
140;Alix;Fourier;F;1984-03-09;;;;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
83;Nicolas;Rousseaux;M;1976-11-17;40967152.0;False;2009-05-01;2012;2012-06-10;DVD;DVD;False;False;PS;False;1;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
141;Laurent;Audouin;M;1974-07-17;113982114.0;;2010-02-01;2012;2012-06-10;VEC;NUPES;False;False;PS;False;23;23;7;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;14;3.0;1.0;14;3.0;1.0;4;3.0;1.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
142;Fran�ois;Fillon;M;1954-03-04;551669623.0;True;2012-04-01;2012;2012-06-10;UMP;LR;False;False;PS;True;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
143;Farid;Debah;M;1976-07-19;43882956.0;False;2009-06-01;2012;2012-06-10;AUT;DIV;False;False;PS;False;3;1;1;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
144;Guillaume;Lance;M;1976-03-22;;;;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
145;Cl�ment;Deflandre;M;1986-08-17;;;;2012;2012-06-10;DVG;DVG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
146;Gilles;Moisan de kerbino;M;1959-12-18;;;;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
147;Caroline;De braquilanges;F;1977-06-26;;;;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
148;Emmanuel;Dehu;M;1967-02-26;;;;2012;2012-06-10;EXG;DXG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
149;Jean-Marie;Le guen;M;1953-01-03;369423300.0;True;2011-09-01;2012;2012-06-10;SOC;NUPES;False;False;PS;True;3;3;1;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;15;10.0;5.0;15;10.0;5.0;2;2.0;2.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
150;Gilles;Chehade;M;1981-02-03;;;;2012;2012-06-10;AUT;DIV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
151;Cyprien;Bisot;M;1990-05-09;;;;2012;2012-06-10;AUT;DIV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
152;Gr�gory;Auda;M;1975-02-08;;;;2012;2012-06-10;DVG;DVG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
153;Pierre;Gallois;M;1984-04-10;;;;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
154;David;Boulle;M;1981-09-06;;;;2012;2012-06-10;EXG;DXG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
155;Karim;Choulak;M;1968-12-14;;;;2012;2012-06-10;EXG;DXG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
156;Catherine;Creton;F;1969-06-22;;;;2012;2012-06-10;FN;RN;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
128;Marielle;Blanc-pernin;F;1947-05-14;;;;2012;2012-06-10;ECO;ECO;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
157;Guillaume;Fillon;M;1972-10-08;53101892.0;False;2009-07-01;2012;2012-06-10;VEC;NUPES;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
158;Emmanuelle;Becker;F;1983-07-15;23807076.0;False;2009-03-01;2012;2012-06-10;FG;NUPES;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
159;Fadila;Mehal;F;1954-07-30;341249031.0;False;2011-07-01;2012;2012-06-10;CEN;MDM;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
160;Cl�mence;Hebert;F;1986-07-28;;;;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
161;Mariz;Lechesne;F;1955-10-01;1259868648.0;False;2013-03-01;2012;2012-06-10;PRV;PRV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
162;Anne-Sophie;Souhaite;F;1981-08-04;;;;2012;2012-06-10;UMP;LR;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
163;Claire;Coutau-begarie;F;1962-05-01;;;;2012;2012-06-10;FN;RN;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
164;Jean-No�l;Benoit;M;1964-12-19;;;;2012;2012-06-10;ECO;ECO;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
165;Marianne;Picard;F;1977-02-13;;;;2012;2012-06-10;DVG;DVG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
166;Maxime-Valery;Muller;M;1987-01-10;;;;2012;2012-06-10;ECO;ECO;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
167;Philippe;Pejo;M;1968-04-10;551891134.0;False;2012-04-01;2012;2012-06-10;PRV;PRV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
168;C�lia;Blauel;F;1981-11-10;484013613.0;False;2012-02-01;2012;2012-06-10;VEC;NUPES;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
49;Jean-Pierre;Lecoq;M;1954-07-18;539156968.0;False;2012-03-01;2012;2012-06-10;UMP;LR;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
169;Florine;Wong;F;1987-11-21;;;;2012;2012-06-10;EXG;DXG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
170;Laurent;Duffault;M;1967-07-01;;;;2012;2012-06-10;NCE;NCE;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
171;Charles-Henri;Bernard;M;1987-06-08;;;;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
172;Fr�d�ric;Cella;M;1967-10-26;;;;2012;2012-06-10;AUT;DIV;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
67;Laurent;Vinciguerra;M;1975-01-01;;;;2012;2012-06-10;EXG;DXG;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
173;Jean-Fran�ois;Martins;M;1981-12-10;16735892.0;True;2008-10-01;2012;2012-06-10;CEN;MDM;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
174;Dominique;Mahe;F;1957-10-16;3235903504.0;True;2015-05-01;2012;2012-06-10;DVD;DVD;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
116;Miron;Cusa;M;1976-10-01;158103530.0;False;2010-06-01;2012;2012-06-10;ECO;ECO;False;False;PS;False;45;41;22;0;0;2;1;1.0;0.0;1;1.0;0.0;1;1.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;48;23.0;1.0;48;23.0;1.0;19;16.0;1.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
124;Pascal;Cherki;M;1966-09-01;405919523.0;True;2011-11-01;2012;2012-06-10;SOC;NUPES;False;False;PS;True;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
175;Dominique;Nogueres;F;1947-12-11;;;;2012;2012-06-10;FG;NUPES;False;False;PS;False;0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0
